id,translate,translate_description,source
5601,цена продажи,"сумма, которую платит покупатель",AI
5602,дорожный знак,щит со знаком дорожного движения,AI
5603,транспортный союз,объединение транспортных компаний,AI
5604,уверенность,убежденность в надежности,AI
5605,уменьшение,действие сделать меньше,AI
5606,затвор,устройство для закрытия,AI
5607,загрязнение,засорение грязью,AI
5608,поставщик,"поставщик электроэнергии, газа или воды",AI
5609,потеря доверия,утрата доверия,AI
5610,присвоение,незаконное присвоение чужого имущества,AI
5611,превращение,изменение формы или состояния,AI
5612,утилизация,"полезное использование, в том числе отходов",AI
5613,удивление,состояние удивления,AI
5614,линия из четырех защитников,защитная схема с четырьмя игроками,AI
5615,турне четырех трамплинов,соревнование по прыжкам на лыжах,AI
5616,народная инициатива,инициатива населения,AI
5617,народный парк,общественный парк,AI
5618,общее собрание,собрание всех членов,AI
5619,подготовительная работа,работа для подготовки,AI
5620,переднее колесо,колесо передней оси,AI
5621,лицевая сторона,передняя сторона,AI
5622,господство,преимущественная власть или влияние,AI
5623,разбег,нормальное направление бега или хода,AI
5624,площадь перед входом,свободная площадка перед зданием,AI
5625,запас,"средства или товары, подготовленные впрок",AI
5626,голос,"голос, звук",AI
5627,воск,эфиры жирных кислот и спиртов,AI
5628,новая родина,"место, выбранное как родное",AI
5629,член избиркома,"человек, помогающий проводить выборы",AI
5630,лесной массив,большая лесная территория,AI
5631,водная полиция,подразделение полиции на водных путях,AI
5632,тоска,"печальная, задумчивая грусть",AI
5633,отказ,действие отказа,AI
5634,виноградник,участок с лозой,AI
5635,указание,обязательное распоряжение,AI
5636,велнес,физическое и душевное благополучие,AI
5637,мировая торговля,все процессы торговли между регионами,AI
5638,мировой уровень,высший уровень,AI
5639,мировой рынок,глобальный рынок,AI
5640,мировая политика,политика на глобальном уровне,AI
5641,мировая звезда,"человек, известный по всему миру",AI
5642,винтовая структура,спиральная структура и ее техприменение,AI
5643,баран,самец овцы,AI
5644,воспроизведение,передача информации или произведений,AI
5645,дикость,не тронутая человеком местность,AI
5646,трактир,"дом, где угощают едой и питьем",AI
5647,благополучие,состояние хорошего самочувствия,AI
5648,жилой комплекс,здания с несколькими квартирами,AI
5649,жилье в собственности,собственность на жилье,AI
5650,жилищная помощь,господдержка на оплату аренды,AI
5651,пожар в квартире,неконтролируемый огонь в квартире,AI
5652,список желаний,перечень желаний,AI
5653,корень,орган растения для закрепления и питания,AI
5654,иена,японская валюта,AI
5655,судак,хищная рыба из семейства окуней,AI
5656,шахта,предприятие по добыче полезных ископаемых,AI
5657,десять тысяч,число 10000,AI
5658,цельтен,небольшое плоское сладкое печенье; особенно пряник,AI
5659,распад,постепенное разрушение,AI
5660,разрушение,разделение на части или уничтожение,AI
5661,сертификат,документ о соответствии или квалификации,AI
5662,финишная линия,"линия, обозначающая финиш",AI
5663,постановка цели,"определение того, чего нужно достичь",AI
5664,корица,пряность из коры коричных деревьев,AI
5665,лимон,желтый цитрусовый фрукт,AI
5666,гражданская смелость,мужество противостоять несправедливости,AI
5667,цугцванг,"вынужденный ход, ухудшающий позицию",AI
5668,промежуточный баланс,предварительный баланс,AI
5669,изображение,"нечто, изображенное наглядно, графически, оптическими или электронными средствами или символически; изображенный объект",Ilia
5670,вечерняя газета,"газета, выходящая вечером, часто бульварная",Ilia
5671,последовательность,"упорядоченная, правильная смена",Ilia
5672,запрос,выбор информации из электронно сохраненного набора данных,Ilia
5673,подписка,обычно предоплатой обеспеченное право на регулярное получение услуг или товаров,Ilia
5674,заключительная тренировка,последняя тренировка перед соревнованием,Ilia
5675,отделение,"отделение части, которая представляет собой самостоятельную единицу",AI
5676,ограждение,"техническое устройство, предотвращающее прохождение через определенную точку",AI
5677,зона вылета,"место в таблице спортивной лиги, означающее вылет в следующем сезоне",AI
5678,смена через выборы,выбор другого кандидата вместо действующего,AI
5679,инакомыслящий,"человек с иными взглядами в системе, ориентированной на линию/лояльность",AI
5680,девальвация,снижение стоимости валюты,AI
5681,ответвление,"место, где путь, дорога и т. п. отходят от другой",AI
5682,восьмерка,"цифра 8 или то, что обозначено цифрой 8 (например спортсмен с номером 8)",AI
5683,адаптация,приспособление или способность к приспособлению,AI
5684,усыновление,юридическое принятие неродного ребенка как собственного,AI
5685,анус,"выходное отверстие кишечника, через которое из него выходит кал",AI
5686,академик,"человек, успешно окончивший вуз и получивший диплом",AI
5687,аккордеон,"музыкальный инструмент с клавишами или кнопками, в котором звук возникает от колебания язычка под действием воздуха, создаваемого мехами",AI
5688,акробатика,ловкость в физических упражнениях,AI
5689,готовность к тревоге,состояние готовности к тревоге,AI
5690,полный привод,"тип привода (обычно у автомобиля), когда все колеса приводят машину в движение",AI
5691,альпийский клуб,клуб для горных видов спорта.,AI
5692,дом престарелых,"учреждение, где пожилые люди живут и при необходимости получают уход и заботу",AI
5693,светофорная установка,установка световых сигналов для регулирования движения,AI
5694,коллега по должности,"человек, занимающий такую же должность",AI
5695,благоговение,сильная внутренняя сосредоточенность и погруженность в предмет,AI
5696,начальное подозрение,"уровень подозрения в Германии, обязывающий начать расследование",AI
5697,предложение,предложение сделать или не сделать что-то,AI
5698,просьба,"просьба или требование, часто воспринимаемое как чрезмерное",AI
5699,стимул,внутренняя движущая сила для определенного поведения или действия,AI
5700,учреждение,учреждение общественного характера для размещения определенной группы; интернат,AI
