id,translate,translate_description,source
5301,любимец,ласкательное обращение к любимому,AI
5302,фургон,автомобиль для перевозки грузов,AI
5303,образ жизни,стиль жизни,AI
5304,Лилль,город во Франции,AI
5305,чечевица,растение рода Lens,AI
5306,лобби,"группа интересов, стремящаяся влиять на решения",AI
5307,лодж,гостевой дом или отель для отдыха,AI
5308,логотипы,множественное число слова логотип,AI
5309,лотос,растение или марка Lotus,AI
5310,лаунж,зона отдыха с мягкой мебелью,AI
5311,мафия,организованные преступные группы,AI
5312,пикет памяти,собрание без выступлений для привлечения внимания,AI
5313,брокер,посредник при сделках,AI
5314,дефицитный товар,"товар, которого не хватает",AI
5315,варенье,"фруктовая масса, сваренная с сахаром",AI
5316,талисман,символ или фигура-оберег,AI
5317,массовый туризм,туризм большого количества людей в одно место,AI
5318,мастер-план,"общий план, объединяющий подчиненные планы",AI
5319,морское дно,дно моря,AI
5320,многофункциональный зал,"зал, используемый для разных целей",AI
5321,мелодия,последовательность звуков,AI
5322,торговля людьми,продажа и эксплуатация людей как товара,AI
5323,правозащитная организация,"организация, защищающая права человека",AI
5324,мерная рейка,рейка с делениями для измерений,AI
5325,мясник,"человек, занимающийся убоем и разделкой",AI
5326,миллиграмм,одна тысячная грамма,AI
5327,город-миллионник,город с более чем миллионом жителей,AI
5328,мимика,совокупность выражений лица,AI
5329,соуправление,участие в принятии решений,AI
5330,содействие,участие в совместной деятельности,AI
5331,микст,вариант игры с мужчиной и женщиной в команде,AI
5332,мебель,совокупность мебели в доме,AI
5333,мавр,исторически — темнокожий человек из Северной Африки,AI
5334,моментальный снимок,снимок с короткой выдержкой,AI
5335,конец месяца,последние дни месяца,AI
5336,Монголия,государство в Восточной Азии,AI
5337,сусло,"свежевыжатый виноградный сок, неброженый",AI
5338,скутер,двухколесный транспорт с кузовом и подножкой,AI
5339,музыкальная сцена,"среда, где создается и слушается музыка",AI
5340,материнский концерн,"компания, контролирующая дочерние фирмы",AI
5341,разведслужба,"организации, собирающие секретную информацию",AI
5342,плохая позиция,невыгодное положение,AI
5343,послесловие,небольшая часть после основного произведения,AI
5344,шов,"линия, где соприкасаются два сшитых материала",AI
5345,национальное собрание,в некоторых странах название парламента,AI
5346,зависть,"сильное негативное чувство при виде чужого обладания, успеха или счастья",AI
5347,наклон,процесс наклона,AI
5348,район новостроек,"новая освоенная территория, где строят или построили дома",AI
5349,Нойбранденбург,город в Мекленбурге-Передней Померании,AI
5350,новость,"сообщение о событии, которое произошло недавно",AI
5351,новогодний прием,"прием, устроенный по случаю смены года",AI
5352,первый день года,первый день года,AI
5353,перестройка,действие по новой организации или упорядочению и его результат,AI
5354,свежий снег,"снег, выпавший недавно, не старше трех дней",AI
5355,Невада,штат США,AI
5356,новичок,"тот, кто недавно пришел или вступил",AI
5357,филиал,"действие, при котором лицо или организация обосновывается в месте или открывает бизнес",AI
5358,оазис,"участок в пустыне, где есть вода и растения",AI
5359,полковник,воинское звание выше подполковника,AI
5360,верхняя часть,"часть, расположенная сверху",AI
5361,офицер,носитель воинского звания,AI
5362,обморок,временная потеря сознания,AI
5363,оперный театр,здание для постановок музыкально-театральных произведений,AI
5364,оппозиционный политик,"политик, принадлежащий оппозиции",AI
5365,орбита,"траектория, по которой объект движется вокруг более массивного центра",AI
5366,орган,часть в большем целостном организме или системе с определенной функцией,AI
5367,проезд через населенный пункт,проезд через поселение,AI
5368,въезд в населенный пункт,"место, где въезжают в поселение",AI
5369,местная группа,группа людей с общими интересами на местном уровне,AI
5370,Восточный Тироль,регион в Австрии,AI
5371,пакт,"договор, обычно политический",AI
5372,пароль,средство аутентификации пользователя,AI
5373,промах,несерьезная ошибка,AI
5374,паушальная сумма,"сумма, покрывающая услугу без детализации",AI
5375,группа лиц,группа людей,AI
5376,пастор,женщина-священнослужитель,AI
5377,понедельник Троицы,христианский праздник в понедельник Троицы,AI
5378,фармацевтический концерн,"крупная корпорация в фарминдустрии, исследующая и выпускающая лекарства",AI
5379,фармацевтическое предприятие,"предприятие, производящее лекарства",AI
5380,пианистка,"женщина, профессионально играющая на пианино",AI
5381,Пихлер,фамилия,AI
5382,паломник,"верующий, отправляющийся в путь по религиозным причинам",AI
5383,пионер,"первопроходец, первооткрыватель",AI
5384,плакетка,небольшая табличка с надписью,AI
5385,платина,"элемент Pt, благородный металл",AI
5386,пленарный зал,"зал, где заседает парламент или пленум",AI
5387,сюжет,ход событий истории,AI
5388,плюс,"что-то, засчитываемое как преимущество",AI
5389,кубковый матч,игра в турнире на кубок,AI
5390,попкорн,"зерна кукурузы, лопающиеся при нагреве",AI
5391,постер,плакат с художественной или провокационной целью,AI
5392,ценообразование,формирование цен,AI
5393,пресс-служба,служба по работе с прессой,AI
5394,частный инвестор,частный инвестор,AI
5395,испытательный срок,"период, когда отношения можно расторгнуть на льготных условиях",AI
5396,производственная компания,"компания, производящая, например, сериалы или фильмы",AI
5397,променад,пешеходная прогулочная дорога,AI
5398,известность,свойство выделяться среди других,AI
5399,белок,макромолекула из аминокислот,AI
5400,процент,"доля, выраженная в сотых",AI
