id,translate,translate_description,source
2601,призовые деньги,"денежная сумма, выдаваемая как приз",AI
2602,священник,посредник между человеком и божеством,AI
2603,производитель,"лицо или предприятие, создающее продукцию",AI
2604,протокол,письменная запись по определенной форме,AI
2605,провокация,"действие, вызывающее реакцию",AI
2606,психиатрия,область медицины о психических расстройствах,AI
2607,квартира,"место проживания, квартал",AI
2608,бордюрная клумба,узкое декоративное цветочное насаждение,AI
2609,велосипедистка,"женщина, едущая на велосипеде",AI
2610,радикал,частица с неспаренным электроном,AI
2611,адвокат,"юрист, допущенный к консультации и представительству",AI
2612,правый экстремизм,"идеологии, отвергающие демократию и стремящиеся к «народному сообществу»",AI
2613,правовое государство,"государство, где власть связана законом",AI
2614,судебный спор,судебное разбирательство,AI
2615,снижение,уменьшение количества или масштаба,AI
2616,уменьшение,процесс сокращения,AI
2617,правительственная программа,планы и цели правительства,AI
2618,правительственный советник,титул высшего чиновника,AI
2619,режиссер,"женщина, осуществляющая художественное руководство",AI
2620,раздражитель,внешнее или внутреннее воздействие,AI
2621,релевантность,важность в данном контексте,AI
2622,пенсионное страхование,"страхование, выплачивающее пенсию",AI
2623,ремонт,меры по восстановлению работоспособности,AI
2624,резонанс,колебание системы под внешним воздействием,AI
2625,спасатель,"человек, оказывающий помощь",AI
2626,проверка,"пересмотр, контроль",AI
2627,рецессия,период отрицательного экономического роста,AI
2628,риторика,искусство убедительной речи,AI
2629,борьба,"вид спорта, основанный на захватах",AI
2630,трещина,"разрыв, раскол материала",AI
2631,скутер,мотороллер,AI
2632,инвалидная коляска,средство передвижения для людей с ограничениями,AI
2633,рутина,"привычное, отработанное действие",AI
2634,мастер,человек с большим опытом,AI
2635,весло,стержень с лопастью для гребли,AI
2636,обход,маршрут с возвращением к началу,AI
2637,обстоятельства,факты и их связи,AI
2638,сезонная победа,победа в сезоне,AI
2639,Сауэр,река в Германии и Люксембурге,AI
2640,Зауэрланд,регион в Северном Рейне-Вестфалии,AI
2641,скорлупа,"твердая оболочка, например у плодов",AI
2642,сокровище,скрытая коллекция драгоценностей,AI
2643,драма,театральная пьеса,AI
2644,развод,юридическое расторжение брака,AI
2645,слой,геологическая формация между другими слоями,AI
2646,рельс,стальной профиль для движения поездов,AI
2647,спальня,комната для сна,AI
2648,обмен ударами,чередование ударов,AI
2649,задний фонарь,огонь на задней части машины,AI
2650,Шотландия,страна в составе Великобритании,AI
2651,ужас,сильное потрясение,AI
2652,письменный стол,стол для письма,AI
2653,директор школы,руководитель школы,AI
2654,деревенский староста,исторический глава деревни,AI
2655,огнестрельное оружие,оружие для стрельбы,AI
2656,Шварцвальд,среднегорье в Баден-Вюртемберге,AI
2657,бассейн,место для купания и плавания,AI
2658,сегмент,часть целого,AI
2659,тоска,сильное желание чего-либо,AI
2660,боковая линия,линия края поля,AI
2661,смена сторон,переход команд на другую половину поля,AI
2662,самоопределение,свобода распоряжаться собственной судьбой,AI
2663,уверенность в себе,самооценка и самоуверенность,AI
2664,редкость,свойство быть редким,AI
2665,сенсация,"событие, вызывающее ажиотаж",AI
2666,поселение,населенный пункт с домами,AI
2667,новогодняя ночь,ночь с 31 декабря на 1 января,AI
2668,лыжный курорт,район с горнолыжными трассами,AI
2669,диван,мягкая мебель для сидения,AI
2670,солдат,военнослужащий,AI
2671,сорт,вид внутри рода,AI
2672,разделение,разделение под воздействием,AI
2673,первый копок,первое втыкание лопаты в землю,AI
2674,игрок,женщина-участник игры,AI
2675,игровое поле,площадка для игры,AI
2676,вид спорта,отдельная спортивная дисциплина,AI
2677,спортзал,зал для занятий спортом,AI
2678,спортплощадка,открытая площадка для спорта,AI
2679,прыгун,"человек, выполняющий прыжок",AI
2680,изречение,краткая формула слов,AI
2681,глава государства,человек во главе государства,AI
2682,стабилизация,укрепление против внешних влияний,AI
2683,стадия,этап развития,AI
2684,стойло,помещение для животных,AI
2685,штириец,житель Штирии,AI
2686,сокращение штата,уменьшение числа сотрудников,AI
2687,значимость,важность позиции,AI
2688,штевень,деталь корпуса судна у носа и кормы,AI
2689,укол,прокол острым предметом,AI
2690,контрольная дата,установленный крайний срок,AI
2691,ключевое слово,слово для поиска в словаре,AI
2692,заявление о преступлении,сообщение о преступлении в полицию или прокуратуру,AI
2693,забастовка,коллективное прекращение работы для давления в трудовом споре,AI
2694,строгость,жесткое и бескомпромиссное следование правилам,AI
2695,отключение электроэнергии,неплановое прерывание электроснабжения,AI
2696,электросеть,сеть станций и линий для снабжения потребителей,AI
2697,электроснабжение,обеспечение и поставка электричества,AI
2698,самоубийство,лишение себя жизни по собственной воле,AI
2699,место в таблице,позиция в таблице спортивной лиги,AI
2700,ежедневная газета,"газета, выходящая по рабочим дням",AI
