id,translate,translate_description,source
2201,обработка,процесс изменения предмета по форме или содержанию,AI
2202,условие,"требование, от которого что-то зависит",AI
2203,пассажирка,"женщина, сидящая рядом с водителем",AI
2204,известность,"состояние, когда известны многим",AI
2205,доказательство,"подтверждение, свидетельство",AI
2206,бензин,"органическая фракция нефти, используемая как топливо/растворитель",AI
2207,профессиональная пожарная служба,муниципальная пожарная часть с постоянными силами,AI
2208,закупка,приобретение материальных или нематериальных благ,AI
2209,уведомление,"сообщение о решении, часто в письменной форме",AI
2210,описание,перечисление признаков и свойств,AI
2211,обстрел,длительная стрельба по кому‑то или чему‑то,AI
2212,улучшение,"улучшение состояния, чаще здоровья",AI
2213,Бест,имя или фамилия.,AI
2214,заказ,запрос товара или услуги,AI
2215,бетон,"строительный материал из цемента, воды и заполнителя",AI
2216,совет работников,"избранный орган сотрудников, представляющий их интересы",AI
2217,операционная система,основное ПО компьютера для управления ресурсами,AI
2218,оплата,"ценности (обычно деньги), получаемые за услугу",AI
2219,районная лига,региональная игровая лига,AI
2220,биография,описание жизни человека,AI
2221,синий,"синий цвет, участок видимого спектра, а также краска",AI
2222,синий свет,"синий свет, например для мед. целей или для влияния на сон и бодрствование",AI
2223,блокада,"перекрытие подъездных путей, например чтобы затруднить снабжение",AI
2224,цветок,цветущее растение,AI
2225,Боденское озеро,озеро в предальпийской местности,AI
2226,дуга,"изогнутая линия, обычно математически описываемая",AI
2227,бомба,"боеприпас, вызывающий взрыв",AI
2228,бум,внезапная фаза подъема,AI
2229,начальник,"человек на высокой должности, дающий другим указания; руководитель",AI
2230,пивоварня,"предприятие, которое варит пиво или другие ферментированные напитки",AI
2231,Брегенц,город в Австрии (Форарльберг),AI
2232,очки,"оправа с дужками и двумя линзами, служащими для улучшения зрения или защиты глаз",AI
2233,брокер,биржевой торговец ценными бумагами,AI
2234,браузер,приложение для просмотра веб-страниц и отображения документов и данных,AI
2235,доля,небольшая часть целого,AI
2236,мальчик,мальчик,AI
2237,Болгария,государство в Юго-Восточной Европе,AI
2238,федеральная прокуратура,прокуратура при Федеральном суде,AI
2239,федеральный уровень,"высший уровень действий и решений, относящийся ко всему государству",AI
2240,федеральный суд,высший суд в федеративном государстве,AI
2241,федеральный министр внутренних дел,руководитель федерального министерства внутренних дел,AI
2242,водитель автобуса,водитель автобуса,AI
2243,автобусная остановка,"официальное место, где автобусы останавливаются для посадки и высадки",AI
2244,кемпинг,огороженная территория для ночевки в палатке или прицепе,AI
2245,Каритас,церковная благотворительная организация,AI
2246,главный тренер,главный тренер команды,AI
2247,Чили,государство в Южной Америке,AI
2248,кабина пилота,"часть самолета, где осуществляется управление",AI
2249,Котбус,город в Бранденбурге,AI
2250,смелый ход,"дерзкая, обычно неожиданная успешная операция",AI
2251,корт,"поле, на котором играют",AI
2252,авария,столкновение транспортных средств,AI
2253,Дахау,город в Баварии,AI
2254,Дамаск,столица Сирии,AI
2255,дан,один из десяти уровней мастерства в боевых искусствах Будо,AI
2256,признательность,"признание доброжелательности, помощи и поддержки",AI
2257,заем,"денежная сумма, предоставляемая на определенный срок",AI
2258,исполнитель,"человек, который воплощает роль, например в театре или кино",AI
2259,база данных,"большой массив данных, организованный для сложных запросов",AI
2260,большой палец,"палец руки из двух фаланг, противопоставленный остальным благодаря положению и подвижности",AI
2261,крышка,приспособление для накрывания или закрывания,AI
2262,дефект,"неисправность, функциональный сбой",AI
2263,определение,(научное) определение; однозначная фиксация значения выражения,AI
