id,translate,translate_description,source
701,Ахен,Город в Западной Германии недалеко от Бельгии.,Ilia
702,демонтаж,"удаление, демонтаж строительных и иных (в том числе временных) технических или искусственных сооружений, установок, конструкций и подобного",Ilia
703,приключение,"необычное, захватывающее, щекочущее, (иногда романтическое), странное переживание",Ilia
704,спуск/уход (с должности),"путь, ведущий вниз; лестница, пандус, ведущие вниз",Ilia
705,депутатка,избранный женский член парламентского собрания,Ilia
706,процесс,"процесс, последовательность",Ilia
707,отказ,негативная реакция на вещь или человека; отклонение или неприязнь к чему-либо,Ilia
708,отмена,"действие, делающее что-то недействительным или несуществующим",Ilia
709,отрезок,"отделенная часть, отрезанное",Ilia
710,"глухомань/офсайд (футбол, хоккей с шайбой)","место, находящееся на большом расстоянии от опорной точки",Ilia
711,спуск,спускание с высоты в более низкие области,AI
712,отдел,"часть более крупной единицы (предприятия, универмага и т. п.)",AI
713,оборона,"мера, направленная на остановку атаки или ее предполагаемого воздействия",AI
714,1/8 финала,"раунд последних шестнадцати участников в турнире на выбывание, где в восьми встречах определяются участники четвертьфинала",AI
715,Афганистан,государство в Южной Азии.,AI
716,Африка,континент.,AI
717,повестка,"список дел, которые нужно выполнить",AI
718,агентство,"бюро, оказывающее посреднические услуги или представляющее интересы клиентов",AI
719,аккумулятор,перезаряжаемая батарея,AI
720,тревога,сигнал готовности или предупреждение об опасности при угрозе или наступлении вреда,AI
721,альбом,"контейнер, первоначально в виде книги, который может содержать коллекционные предметы",AI
722,альянс,"союз, объединение, закрепленное договором",AI
723,старый город,"самая старая часть города, обычно построенная до 1900 года или восстановленная в таком стиле",AI
724,Америка,двойной континент Америки.,AI
725,американец,житель американского двойного континента,AI
726,подвесная лампа,"небольшая чашеобразная лампа, подвешенная к потолку",AI
727,вступление в должность,вступление в публичную должность,AI
728,участковый суд,суд первой инстанции в системе общей юрисдикции,AI
729,признание,выражение похвальной оценки,AI
730,дело,"дело, случай",AI
731,прибытие,прибытие в определенное место; приход,AI
732,просьба,"желание, адресованное кому-то",AI
733,регистрация,официальная запись; действие регистрации,AI
734,адаптация,приспособление; процесс или результат приспособления,AI
735,удар,"проведение действия, при котором по чему-то ударяют",AI
736,антисемитизм,"обобщенное неприятие евреев, враждебность к евреям по расовым, политическим, религиозным и социальным причинам",AI
737,адвокат,уполномоченный правовой представитель,AI
738,применение,использование вещи для определенной цели,AI
739,признак,"наблюдаемое, позволяющее сделать вывод о чем-то другом",AI
740,аплодисменты,"выражение одобрения, особенно хлопками",AI
741,рабочий,"человек, занимающийся оплачиваемым трудом, обычно физическим",AI
742,наемный работник,"человек, работающий по найму и получающий оплату",AI
743,рынок труда,обобщенное понятие доступных рабочих мест и их условий,AI
744,архивное изображение,изображение из архива,AI
745,территория,"район, область",AI
746,арена,место проведения соревнований,AI
747,рука,парная часть тела человека между туловищем и кистью; передняя конечность,AI
748,врач,"медик, закончивший медицинское образование и лечащий болезни",AI
749,Азия,континент.,AI
750,строительство,"процесс возведения здания, системы или структуры",AI
751,начало,начинание чего-либо,AI
752,волнение,чувство напряжения и беспокойства,AI
753,ажиотаж,особое общественное внимание,AI
754,наблюдательный совет,"законодательно предусмотренный орган, контролирующий правление компании",AI
755,поднявшийся,"человек, поднявшийся на более высокий социальный или профессиональный уровень",AI
756,поведение,поведение человека в обществе,AI
757,затраты,"энергия или работа, необходимые для действия или производства",AI
758,вид,вид на большую площадь; перспектива,AI
759,побег,"действие и событие прорыва, побега из заключения и т. п.",AI
760,экскурсия,"короткая поездка или вылазка, часто для отдыха или развлечения",AI
761,выдача,"процесс выдачи, раздачи, передачи или объявления чего-либо",AI
762,выход,"дверь или проем, через который можно покинуть помещение или здание",AI
763,уравновешивание,приведение к равновесию; устранение различий путем взаимной адаптации,AI
764,исключение,отклонение от правила,AI
765,ориентация,направленность; настройка,AI
766,комитет,"часть большой группы, занимающаяся специальными вопросами",AI
767,рассылка,"отправка, передача; трансляция.",AI
768,оснащение,предметы обстановки помещения,AI
769,Австралия,континент и государство Австралия.,AI
770,анализ,выводы из результатов или извлечение итогов из известных фактов,AI
771,оформление,"выделение текста, чистовое выполнение чертежей, подготовка к воспроизведению",AI
772,авторка,женщина-автор,AI
773,младенец,ребенок в первый год жизни,AI
774,балкон,"часть здания, выступающая наружу как площадка",AI
775,Барселона,город в Испании.,AI
776,Базель,город в Швейцарии.,AI
777,стройплощадка,"место, где возводят или изменяют объект",AI
778,баварец,"человек, родившийся или живущий в Баварии",AI
779,размышление,обдумывание чего-либо,AI
780,встреча,"столкновение людей, машин или объектов",AI
781,восторг,"бурная радость, возбуждение",AI
782,сопровождающий,"человек, который сопровождает кого-то",AI
783,сопровождение,дополнительный поддерживающий голос в мелодии,AI
784,нагрузка,"напряжение, которое может причинить вред",AI
785,Бельгия,государство в Западной Европе.,AI
786,наблюдатель,"человек, наблюдающий за ситуацией",AI
787,консультант,"квалифицированный специалист, консультирующий людей",AI
788,консультация,совет по определенной теме,AI
789,готовность,состояние готовности к действию,AI
790,освещение,информирование группы или общества о событии,AI
791,Берн,столица Швейцарии.,AI
792,профессия,специальная освоенная деятельность,AI
793,решение,принятое решение или соглашение,AI
794,оккупация,размещение войск в чужой территории,AI
795,владение,фактическое обладание вещью,AI
796,запас,количество имеющихся предметов,AI
797,составная часть,часть объекта или целого,AI
798,участие,"участие, соучастие",AI
799,сумма,"величина, определенный объем",AI
800,уход,присмотр и помощь кому‑то,AI
