id,translate,translate_description,source
11601,издательница,"женщина, ответственная за выпуск произведения",AI
11602,приют,место проживания для путешественников,AI
11603,Господь Бог,обозначение христианского Бога,AI
11604,операция на сердце,хирургическое вмешательство на сердце,AI
11605,сердечная недостаточность,"остановка, прерывание или сильное снижение работы сердца",AI
11606,склока,"ненужная, нервирующая ссора",AI
11607,предложение помощи,"предложение, как помочь с проблемой",AI
11608,пакет помощи,"посылка, поддерживающая получателя",AI
11609,Гималаи,высокогорье в Азии между Индией и Тибетом,AI
11610,Царство Небесное,небо как Божье царство,AI
11611,пастух,сторож стада,AI
11612,пастух,владелец и сторож стада,AI
11613,высокое уважение,большой почет,AI
11614,глянец,"сильный блеск, полированная поверхность",AI
11615,высокомерие,преувеличенная оценка себя и презрение к другим,AI
11616,порода собак,порода домашних собак,AI
11617,ура,"клич «ура», выражающий радость или призыв к атаке",AI
11618,повелительное наклонение,"грамматическая категория, выражающая просьбы или приказы",AI
11619,имплант,"искусственное устройство, хирургически внедренное в тело",AI
11620,индивидуализм,"установка, подчеркивающая развитие возможностей личности",AI
11621,промышленное предприятие,"предприятие, выпускающее продукцию в большом масштабе",AI
11622,индустриальная нация,высокоразвитая нация с развитой промышленностью,AI
11623,информатор,"человек или организация, передающие конфиденциальные сведения",AI
11624,информационный вечер,вечер с информацией,AI
11625,информационные материалы,материалы с информацией,AI
11626,информационная политика,способ публично предоставлять и сообщать информацию,AI
11627,информационный центр,"место с персоналом для справок, ориентации и помощи",AI
11628,ингредиент,составная часть вещества,AI
11629,внутреннее оснащение,обстановка и оснащение внутренних помещений,AI
11630,инквизиция,церковный суд против отступников,AI
11631,сантехник,"мастер, устанавливающий газ, электричество и воду",AI
11632,Интерсити,"тип поезда с большим комфортом, высокой скоростью и меньшим числом остановок",AI
11633,терапевт,врач-специалист по внутренним болезням,AI
11634,интервьюер,"человек, проводящий интервью",AI
11635,годовой бюджет,бюджет на один год,AI
11636,стон,выражение причитаний,AI
11637,скуловая кость,"сокр. от «скуловая кость», часть черепа",AI
11638,юбилярша,"женщина, отмечающая юбилей",AI
11639,подростковая банда,"банда, состоящая из молодежи",AI
11640,молодежный хор,хор из молодых певцов,AI
11641,изразцовая печь,"печь с облицовкой изразцами, аккумулирующая тепло",AI
11642,боевая мощь,боеспособность войскового соединения,AI
11643,судья,судья на спортивном соревновании,AI
11644,караван,"группа путешественников и торговцев, идущих через пустыни",AI
11645,картотека,упорядоченная по принципу коллекция данных на карточках,AI
11646,продажа билетов,продажа входных билетов,AI
11647,казначей,"человек, отвечающий за кассу",AI
11648,кассета,закрывающийся ящичек для хранения денег или ценностей,AI
11649,ключевой пункт,самый важный пункт,AI
11650,свечной свет,"свет, исходящий от свечи",AI
11651,место в детсаду,возможность устроить ребенка в детский сад,AI
11652,группа детей,"совокупность детей, выступающих вместе",AI
11653,церковное руководство,руководство церкви,AI
11654,церковный совет,орган церкви,AI
11655,вишня,косточковый плод,AI
11656,халат,рабочий халат для защиты одежды,AI
11657,сплетни,"разговор о пустяках и слухах, часто о отсутствующих",AI
11658,поползень,европейская птица Sitta europaea,AI
11659,малое поле,небольшое игровое поле,AI
11660,садовый участок,"небольшой сад, обычно не рядом с домом",AI
11661,мелкий конфликт,конфликт по незначительному поводу,AI
11662,малая сцена,малые сценические формы,AI
11663,клубный дом,здание для встреч членов клуба,AI
11664,этикет,свод правил поведения и этикета,AI
11665,коалиционное правительство,правительство из представителей нескольких партий,AI
11666,коалиционное соглашение,соглашение между партнерами коалиции,AI
11667,кастрюля,"емкость, в которой готовят пищу",AI
11668,коллекта,сбор пожертвований для церковных или благотворительных целей,AI
11669,средство коммуникации,средство естественной и невербальной коммуникации,AI
11670,система коммуникации,система общения; совокупность средств обмена информацией,AI
11671,заговор,согласованный заговор,AI
11672,компрессор,аппарат для сжатия газов,AI
11673,Константинополь,историческое название Стамбула,AI
11674,конституция,"телосложение, физическое состояние",AI
11675,конвергенция,сближение различных состояний к общему,AI
11676,верхушка концерна,высшее руководство концерна,AI
11677,выстрел в голову,"выстрел, попадающий в голову",AI
11678,корсет,"одежда, утягивающая талию",AI
11679,смета,предложение ожидаемых расходов,AI
11680,судорога,непроизвольное сильное мышечное напряжение,AI
11681,рак,"болезнь, вызванная раком",AI
11682,кредитное учреждение,"организация, проводящая финансовые операции",AI
11683,районный комитет,комитет округа,AI
11684,управление района,орган безопасности и порядка города Мюнхена,AI
11685,крестовый поход,религиозно мотивированные походы в Средневековье,AI
11686,сотрудник уголовной полиции,"полицейский, занимающийся расследованием преступлений",AI
11687,детективный роман,"жанр, описывающий преступление и его расследование",AI
11688,кризисный саммит,встреча для обсуждения мер по преодолению кризиса,AI
11689,кризисная ситуация,ситуация с угрозой или опасностью,AI
11690,культурный круг,область с общими культурными представлениями,AI
11691,культурная жизнь,совокупность культурных активностей,AI
11692,отдел культуры,подразделение по культуре,AI
11693,хитрый прием,эффективный способ быстро достичь цели,AI
11694,мир искусства,сообщество художников и искусствоведов,AI
11695,рассказ,короткая литературная история,AI
11696,короткая программа,"короткая программа, например в спорте",AI
11697,кучер,"человек, управляющий экипажем",AI
11698,конверт,бумажная оболочка для письма,AI
11699,закрытие магазинов,конец времени работы магазинов,AI
11700,ландман,должность в швейцарском правительстве или общине,AI
