id,translate,translate_description,source
5501,восход солнца,появление солнца над горизонтом,AI
5502,солнечное затмение,когда Луна закрывает Солнце,AI
5503,социальный работник,специалист по соцпомощи,AI
5504,социализм,общественный строй с общественной собственностью,AI
5505,министерство соцполитики,ведомство по социальным вопросам,AI
5506,социальная система,система соцзащиты,AI
5507,социолог,"ученый, изучающий общество",AI
5508,спекуляция,предположение без доказательств,AI
5509,Шпайер,город в Рейнланд-Пфальце,AI
5510,спецподразделение,специализированная группа,AI
5511,специалист,человек с особыми знаниями,AI
5512,граница поля,край поля,AI
5513,спираль,кривая вокруг точки или оси,AI
5514,дух,"дух, настроение",AI
5515,верхняя позиция,место вверху рейтинга,AI
5516,спонсорство,финансовая поддержка,AI
5517,спортклуб,объединение людей для спорта,AI
5518,рупор,устройство для усиления голоса,AI
5519,шприц,медицинское устройство для инъекций,AI
5520,трамплин,пружинящая доска для прыжков,AI
5521,поиск следов,поиск следов,AI
5522,госбюджет,бюджет государства,AI
5523,государственная казна,денежные средства государства,AI
5524,государственный театр,театр на государственной поддержке,AI
5525,госзадолженность,общий долг государства,AI
5526,история города,история города,AI
5527,центр города,центральная часть города,AI
5528,городской театр,"театр, финансируемый городом",AI
5529,опорная нога,"нога, на которой стоит спортсмен",AI
5530,стартер,"человек, дающий старт",AI
5531,стартовый номер,номер участника на старте,AI
5532,дислокация,размещение в определенном месте,AI
5533,статистик,специалист по статистике,AI
5534,розетка,устройство для подключения электроприборов,AI
5535,парковочное место,место для автомобиля,AI
5536,стрелочный пост,"железнодорожный пост, где централизованно управляют стрелками и сигналами",AI
5537,штамп,устройство для печати,AI
5538,созвездие,группа звезд,AI
5539,налоговый консультант,специалист по налогам,AI
5540,совет фонда,руководящий орган фонда,AI
5541,подача голоса,участие в выборах или голосовании,AI
5542,этаж,уровень здания,AI
5543,штольня,подземный горизонтальный проход,AI
5544,судебный приказ,решение суда без процесса,AI
5545,уголовный кодекс,сборник уголовных законов,AI
5546,уголовная палата,судебная палата по уголовным делам,AI
5547,уголовный процесс,судебное разбирательство,AI
5548,уголовное право,совокупность уголовных норм,AI
5549,купальня,огражденное место на реке или озере для купания,AI
5550,сюита,многчастное инструментальное произведение,AI
5551,симпатия,положительное отношение к человеку или делу,AI
5552,симптом,"признак, указывающий на что‑то другое",AI
5553,пихта,род хвойных деревьев семейства сосновых,AI
5554,Танзания,государство в Восточной Африке,AI
5555,тарифный договор,"договор между работодателем и профсоюзом о зарплате, времени, отпуске и прочем",AI
5556,состав,"признаки деяния, установленные в законе",AI
5557,крещение,таинство в христианстве для принятия в общину,AI
5558,обмен,действие обмена одного на другое,AI
5559,Тенерифе,остров Канарских островов,AI
5560,теннисист,"спортсмен, играющий в теннис",AI
5561,ежедневник,календарь‑блокнот для записей по датам,AI
5562,террористическая группа,"группа, совершающая теракты",AI
5563,терма,древнеримская общественная баня,AI
5564,трон,пышное сиденье монарха,AI
5565,тикер,выводящий носитель для бегущих списков информации,AI
5566,общество защиты животных,объединение для защиты животных,AI
5567,фауна,животные определенной территории или эпохи,AI
5568,бой за титул,соревнование за право титула,AI
5569,лотерея,"розыгрыш призов, часто из пожертвованных вещей",AI
5570,торт,круглый десерт с несколькими слоями,AI
5571,штрих,легкий оттенок или немного чего‑то,AI
5572,рысь,средняя аллюр четвероногих,AI
5573,трек,"дорожка, путь",AI
5574,традиционный клуб,клуб с долгой историей,AI
5575,дальность,"расстояние, которое можно достичь",AI
5576,тренировочная сессия,этап тренировки,AI
5577,трапп,ступенчатая структура из изверженной породы,AI
5578,печаль,"эмоция, испытываемая, когда грустно",AI
5579,бракосочетание,заключение брака двух людей,AI
5580,прилавок,стойка в магазине,AI
5581,козырь,козырная масть или привилегированная карта,AI
5582,отряд,малое подразделение из 2-6 человек,AI
5583,траст,"договорное отношение, при котором имущество передается доверительному управляющему",AI
5584,министерство экологии,"министерство, отвечающее за окружающую среду",AI
5585,университетская клиника,клиника при университете,AI
5586,сорняк,нежелательные растения среди культурных,AI
5587,подвал,часть здания ниже уровня земли,AI
5588,нижняя палата,одна из двух палат парламента,AI
5589,корпоративная культура,культура компании,AI
5590,убежище,"место, где можно укрыться",AI
5591,инициатор,"человек, вызвавший или совершивший что‑то",AI
5592,моча,жидкое выделение почек и мочевого пузыря,AI
5593,место отдыха,"место, где проводят отпуск",AI
5594,голосование,голосование на выборах,AI
5595,Вадуц,столица Лихтенштейна,AI
5596,сжигание,уничтожение огнем,AI
5597,случай подозрения,ситуация с обоснованным подозрением,AI
5598,пищеварение,переработка пищи желудком и кишечником,AI
5599,удвоение,увеличение в два раза,AI
5600,воспрепятствование,"состояние, при котором что‑то становится невозможным",AI
