id,translate,translate_description,source
11501,окончательное захоронение,окончательное размещение отходов (особенно радиоактивных),AI
11502,политика развития,"совокупность мер, связанных с помощью развитию",AI
11503,земной шар,планета Земля с акцентом на шарообразность,AI
11504,сообщение об успехе,информация о положительном результате,AI
11505,история успеха,история успеха,AI
11506,аквапарк,развлекательный бассейн с аттракционами,AI
11507,парк развлечений,развлекательный парк,AI
11508,озарение,"вдохновение, приводящее к новому уровню сознания",AI
11509,унижение,бесчеловечное обращение,AI
11510,первое издание,первая публикация,AI
11511,заведение,"предприятие или место, иногда с сомнительной репутацией",AI
11512,проект бюджета,"продуманный, еще не утвержденный план бюджета",AI
11513,Евротоннель,50‑км железнодорожный тоннель под Ла‑Маншем между Фолкстоном и Кокелем,AI
11514,эвтаназия,облегчение умирания с помощью обезболивания и ухода,AI
11515,исполнительный комитет,"комитет, принимающий и исполняющий решения",AI
11516,эксгибиционист,"человек, получающий сексуальное удовлетворение от обнажения перед чужими",AI
11517,экспортер,"торговец, вывозящий товары за границу",AI
11518,специалистка,женщина с профессиональной подготовкой и знаниями,AI
11519,служба перевозок,служба по перевозке/вождению,AI
11520,складка,"продолговатая неровность на ткани, бумаге, коже и т. п.",AI
11521,цветовой акцент,небольшой цветовой акцент,AI
11522,фехтовальщик,"спортсмен, занимающийся фехтованием",AI
11523,отклонение,изменение в неправильном направлении,AI
11524,дальнобойщик,водитель грузовика на дальних маршрутах,AI
11525,подзорная труба,оптический прибор с одним окуляром для дальнего обзора,AI
11526,телестудия,"помещение, где производят телепередачи",AI
11527,телегруппа,"группа, ведущая телесъемку",AI
11528,вечеринка,"неформальное, свободное празднование",AI
11529,культурная страница,культурный раздел газеты,AI
11530,боец,боец (англ.),AI
11531,файл,файл (англ.),AI
11532,кинобобина,"катушка, на которую намотана пленка",AI
11533,войлок,спутанный волокнистый материал из шерсти или волос,AI
11534,победа в финале,победа в финале турнира,AI
11535,фиксация,закрепление кого‑то или чего‑то,AI
11536,пассажир,"человек, путешествующий на самолете",AI
11537,формальная ошибка,ошибка в форме или формальности,AI
11538,научное сообщество,объединение исследователей для совместной работы,AI
11539,фотоаппарат,устройство для съемки фотографий,AI
11540,правление фракции,руководящий орган фракции,AI
11541,францисканец,"член ордена, основанного Франциском Ассизским",AI
11542,гинеколог,врач по женским болезням и акушерству,AI
11543,фрик,"человек, увлеченный одной темой и посвящающий ей почти всю жизнь",AI
11544,барон,дворянский титул,AI
11545,туризм,туристический поток нерезидентов,AI
11546,мирная конференция,совещание о мире,AI
11547,благочестивые,именительный падеж множественного числа слова Frommer,AI
11548,рудная выработка,"место, где впервые обнажен рудный жил",AI
11549,галеристка,"женщина, управляющая художественной галереей",AI
11550,виселица,устройство для казни через повешение,AI
11551,серна,горное животное Rupicapra rupicapra,AI
11552,комплект,"набор частей, образующих единое целое",AI
11553,предприятие общепита,заведение общественного питания,AI
11554,даритель,"человек или организация, которые что‑то дают",AI
11555,зубы,совокупность зубов,AI
11556,обмен мыслями,обмен мыслями или идеями,AI
11557,лагерь для пленных,"лагерь, где удерживают заключенных",AI
11558,современное искусство,искусство настоящего времени,AI
11559,манерность,"негативное, аффектированное поведение",AI
11560,ведомость зарплат,список зарплат сотрудников компании,AI
11561,жадность,"нежелание что‑либо отдавать, например деньги",AI
11562,гель,плотная желеобразная масса,AI
11563,нехватка денег,дефицит денег,AI
11564,источник денег,возможность получать деньги,AI
11565,банкнота,"бумажные деньги, используемые как средство платежа",AI
11566,сопровождение,сопровождение для защиты или чести,AI
11567,жандарм,полицейский в сельской местности,AI
11568,товарищ (жен.),"женщина, сопровождающая другого в делах или жизни",AI
11569,генотерапия,"терапия, при которой изменяют генетические последовательности",AI
11570,книга по истории,"книга о прошлых событиях, часто учебник",AI
11571,безвкусие,"свойство иметь мало вкуса, быть без вкуса",AI
11572,законодательный процесс,процедура принятия закона,AI
11573,гестапо,"полиция нацистской Германии, занимавшаяся преследованием противников режима",AI
11574,профилактика,меры по профилактике здоровья,AI
11575,акт насилия,насильственное действие,AI
11576,гудвилл,"стоимость компании, нематериальный актив",AI
11577,надгробие,памятник на могиле с данными о покойном,AI
11578,проведение границы,определение линии границы,AI
11579,греческий язык,"индоевропейский язык, используемый в Греции",AI
11580,вводный курс,базовый курс,AI
11581,основное правило,"определяющее правило, на котором строятся другие",AI
11582,гимназист,ученик гимназии,AI
11583,приятель,"друг, собутыльник",AI
11584,облик,внешний вид организма или группы,AI
11585,поворот через фордевинд,маневр парусника по смене направления,AI
11586,движение руки,"движение, выполняемое рукой или руками",AI
11587,торговая система,система торговли,AI
11588,ремесленное предприятие,предприятие определенного ремесла,AI
11589,удар,сильный удар предметом,AI
11590,главный отдел,важнейший отдел организации,AI
11591,главный актер,"одна из важнейших фигур в фильме, пьесе или романе",AI
11592,главный аргумент,ключевой аргумент,AI
11593,главный пункт,самый важный населенный пункт региона,AI
11594,скупка краденого,торговля краденными предметами,AI
11595,святыня,святое место для почитания Бога,AI
11596,житель интерната,"человек, живущий в учреждении",AI
11597,пристанище,"место, где можно быть своим",AI
11598,ТЭЦ,"электростанция, производящая и тепло, и электричество",AI
11599,гелий,химический элемент №2,AI
11600,препятствие,"затруднение, помеха",AI
