id,translate,translate_description,source
101,изображение,"(художественное) двумерное изображение в форме живописи, рисунка или графики",AI
102,образование,"возникновение, появление чего-либо (в ходе процесса)",AI
103,взгляд,(краткое) рассмотрение; просмотр; восприятие глазами,AI
104,земля,земная поверхность,AI
105,Боруссия,латинизированное название бывшего немецкого королевства Пруссия,AI
106,послание,сообщение от кого-то,AI
107,отрасль,профессиональная или предпринимательская сфера деятельности,AI
108,бремы,именительный падеж множественного числа существительного Breme,AI
109,письмо,"написанное и запечатанное сообщение, отправляемое почтой или курьером",AI
110,брат,мужской родственник одного поколения,AI
111,книга,переплетенное письменное произведение,AI
112,федеральный канцлер,глава правительства ФРГ,AI
113,Бундеслига,высшая лига в виде спорта в Германии и Австрии,AI
114,федеральная полиция,центральная полиция в ведении федеративного государства,AI
115,Бундесрат,правительство,AI
116,федеральное правительство,"правительство, часть исполнительной власти федеративного государства",AI
117,Бундестаг,"народное представительство Федеративной Республики Германии, немецкий Бундестаг",AI
118,выборы в Бундестаг,"выборы депутатов Бундестага, как правило, раз в четыре года",AI
119,Бундесвер,вооруженные силы Федеративной Республики Германии и их администрация,AI
120,автобус,крупное многоместное транспортное средство общественного транспорта для перевозки людей,AI
121,шанс,"ситуация, дающая возможность; перспектива",AI
122,шеф,"лицо с правом отдавать распоряжения подчиненным; владелец, начальник",AI
123,мулатка,женская потомка от многоэтнического союза белого или индейца и черного,AI
124,сити,"центр города, центральный деловой район",AI
125,крыша,"верхнее покрытие здания, автомобиля или палатки",AI
126,благодарность,чувство обязательства за полученное благо,AI
127,сделка,покупка или продажа товаров,AI
128,дебаты,"спор, который ведется по определенным правилам",AI
129,демократия,власть народа; принцип участия народа в управлении через выборы и иные процедуры,AI
130,отношение,"установка, отношение к чему‑либо",AI
131,дизайн,оформление продукта в плане внешнего вида и удобства использования,AI
132,немец,гражданин Германии (ФРГ),AI
133,Германия,государство в Центральной Европе,AI
134,декабрь,двенадцатый и последний месяц года,AI
135,служба,"служебные отношения, регулярная оплачиваемая работа, служебные обязанности",AI
136,вторник,"второй день недели по ISO 8601; третий по иудейской, христианской и исламской традиции",AI
137,дискуссия,"разговор двух или более лиц, обычно по теме, где каждая сторона приводит аргументы",AI
138,доллар,денежная единица в разных странах,AI
139,четверг,"четвертый день недели по ISO 8601; пятый по иудейской, христианской и исламской традиции",AI
140,деревня,небольшое сельское поселение,AI
141,Дрезден,город в Саксонии,AI
142,треть,одна из трех равных частей,AI
143,дуэль,поединок двух противников по заранее установленным правилам,AI
144,плоскость,неизогнутая плоская поверхность,AI
145,жена,супруга в браке,AI
146,впечатление,"оставшаяся память или представление, которое что‑то оставило",AI
147,одиночка,"лодка, рассчитанная на одного человека",AI
148,влияние,воздействие на что‑то или кого‑то,AI
149,договоренность,"объединение в единое, например людей или народов",AI
150,создание,действие по созданию или учреждению,AI
151,один,натуральное число между нулем и двумя,AI
152,операция,ограниченное действие для выполнения задачи,AI
153,согласие,единые взгляды или настрой,AI
154,конец,завершение временного процесса,AI
155,энергия,"как внешние проявления (силы, производительность), так и внутренние процессы (мотивация)",AI
156,ангажемент,"(профессиональное) назначение, обязательство, особенно артиста",AI
157,решение,результат выбора между альтернативами,AI
158,развитие,изменение в процессе времени,AI
159,земля,"твердый грунт, земная поверхность",AI
160,опыт,"знание, полученное через практику",AI
161,успех,удачное завершение дела,AI
162,результат,"то, что получается в итоге",AI
163,память,способность помнить прошлое; совокупность воспоминаний,AI
164,следователь,"человек, проводящий расследование",AI
165,нечто,что‑то неопределенное,AI
166,экстремум,"крайняя степень, сильное отклонение от нормы",AI
167,проезжая часть,укрепленная поверхность дороги,AI
168,водитель,"человек, управляющий транспортным средством",AI
169,поездка,перемещение с места на место с помощью транспорта,AI
170,транспортное средство,объект для передвижения,AI
171,семья,наименьшая ячейка общества,AI
172,февраль,второй и самый короткий месяц года,AI
173,ошибка,отклонение от оптимального состояния или правильного,AI
174,поле,пахотная площадь для выращивания растений,AI
175,окно,остекленный проем в здании для света и вентиляции,AI
176,праздник,крупное торжество,AI
177,фестиваль,многодневное мероприятие с выступлениями и программой,AI
178,огонь,пламя при горении с выделением тепла и света,AI
179,пожарная служба,профессиональная или добровольная команда по тушению пожаров,AI
180,пленка,тонкий слой чего‑либо,AI
181,финал,конец процесса или события,AI
182,финансирование,предоставление капитала для покупки или создания,AI
183,фирма,"название, под которым ведется торговля (в смысле §17 HGB)",AI
184,аэропорт,место взлета и посадки самолетов,AI
185,фокус,"точка, где сходятся параллельные лучи после линзы или зеркала",AI
186,последствие,результат действия или события,AI
187,требование,"настойчивое желание, притязание; также финансовое требование",AI
188,форма,"внешний вид, облик",AI
189,исследователь,"человек, научно изучающий явления и их связи",AI
190,исследование,поиск решений научных задач,AI
191,форт,небольшая крепость,AI
192,вопрос,"высказывание, требующее ответа",AI
193,Франция,государство в Западной Европе,AI
194,женщина,взрослый человек женского пола,AI
195,свобода,"состояние, когда человек свободен от принуждений и обязанностей",AI
196,пятница,пятый день недели по ISO 8601; между четвергом и субботой,AI
197,вечер пятницы,вечер пятницы,AI
198,радость,позитивное чувство,AI
199,друг,"близкий человек, к которому испытывают дружеские чувства",AI
200,подруга,близкий человек женского пола,AI
