id,translate,translate_description,source
1901,выставка,тематическая публичная экспозиция,AI
1902,место действия,место происходящего,AI
1903,диск,круглый плоский предмет,AI
1904,шлягер,популярная эстрадная песня,AI
1905,змея,отряд бесногих пресмыкающихся,AI
1906,заключительная фаза,последний этап,AI
1907,боль,неприятное ощущение при травме,AI
1908,шоколад,продукт из какао,AI
1909,писатель,автор литературных текстов,AI
1910,учебный год,период школьного обучения,AI
1911,плечо,область тела между шеей и плечевыми суставами,AI
1912,сапожник,ремесленник по обуви,AI
1913,беременность,состояние от зачатия до родов,AI
1914,чернокожий человек,человек с темной кожей,AI
1915,молчание,отсутствие речи,AI
1916,благословение,желание божественной милости,AI
1917,сектор,часть территории,AI
1918,самоуверенность,уверенность в своих силах,AI
1919,пожилой человек,человек в возрасте,AI
1920,пожилая женщина,женщина в возрасте,AI
1921,снижение,уменьшение значения,AI
1922,Сербия,государство в Юго-Восточной Европе,AI
1923,сервер,"компьютер, предоставляющий услуги в сети",AI
1924,предохранитель,"устройство, отключающее ток",AI
1925,скандал,"событие, вызывающее резонанс и неодобрение",AI
1926,скепсис,"сомнение, критическое отношение",AI
1927,лыжи,снаряд для движения по снегу,AI
1928,Словения,государство в Центральной Европе,AI
1929,летние каникулы,перерыв в работе летом,AI
1930,суббота,день между пятницей и воскресеньем,AI
1931,солнечный свет,лучи солнца,AI
1932,воскресное утро,утро воскресенья,AI
1933,воскресный день,дневное время воскресенья,AI
1934,ассортимент,все товары в магазине,AI
1935,саунд,характерный звук,AI
1936,Советский Союз,бывший СССР,AI
1937,социальное государство,"государство, уменьшающее социальное неравенство",AI
1938,испанец,гражданин Испании,AI
1939,сберкасса,"банк, обычно в публичной собственности",AI
1940,прогулка,спокойная ходьба для отдыха,AI
1941,склад,здание для хранения,AI
1942,спектр,разнообразие явлений,AI
1943,пожертвование,добровольная помощь,AI
1944,ограждение,"сооружение, ограничивающее движение",AI
1945,детская площадка,место для игр детей,AI
1946,пространство для маневра,возможность свободного действия,AI
1947,лидер,"тот, кто впереди всех",AI
1948,прыжки,спортивная дисциплина прыжков,AI
1949,спринт,короткая дистанция на максимальной скорости,AI
1950,прокурор,представитель прокуратуры,AI
1951,облик города,внешний вид города,AI
1952,городской зал,большой зал для мероприятий,AI
1953,сталь,сплав железа с углеродом,AI
1954,стартовый выстрел,сигнал начала,AI
1955,пыль,мелкие частицы в воздухе,AI
1956,увеличение,рост чего-либо,AI
1957,заместитель,"человек, замещающий другого",AI
1958,знак зодиака,зодиакальное созвездие,AI
1959,управление,техническое управление механизмом,AI
1960,налогоплательщик,"лицо, обязанное платить налоги",AI
1961,второй тур,голосование между двумя кандидатами,AI
1962,тишина,отсутствие шума,AI
1963,материал,"вещество, из которого что‑то сделано",AI
1964,остановка,остановка,AI
1965,штрафная площадь,область у ворот с особыми правилами,AI
1966,преступление,"деяние, наказуемое законом",AI
1967,форма Streich,дательный падеж множественного числа от Streich,AI
1968,патруль,"группа людей, патрулирующая район",AI
1969,полоса,длинный узкий цветной участок поверхности,AI
1970,патрульная машина,полицейский автомобиль для патрулирования,AI
1971,ступень,часть лестницы для подъема или спуска,AI
1972,стул,предмет мебели для сидения,AI
1973,вещество,"материя в твердом, жидком или газообразном виде",AI
1974,суперзвезда,чрезвычайно известная звезда,AI
1975,поддержка,помощь или сервис,AI
1976,Сидней,город в Австралии,AI
1977,плитка,"пластина, например плитка шоколада",AI
1978,повестка дня,программа заседания,AI
1979,Тайвань,островное государство или регион в Восточной Азии,AI
1980,долина,пониженная местность между возвышенностями,AI
1981,заправка,станция для заправки транспорта,AI
1982,танец,ритмичные движения под музыку,AI
1983,руководитель команды,лидер рабочей группы,AI
1984,коллега по команде,человек из той же команды,AI
1985,подросток,мальчик или девочка 13–19 лет,AI
1986,участие,возможность участвовать в чем‑то,AI
1987,телефонный разговор,разговор по телефону,AI
1988,телеком,часть названия телеком‑компаний; сокращение,AI
1989,тарелка,круглая плоская посуда для пищи,AI
1990,тенденция,"склонность, направленность, стремление",AI
1991,теннис,спортивная игра с мячом и ракетками,AI
1992,ковер,тканевое напольное покрытие,AI
1993,терраса,ровная площадка у или на здании,AI
1994,террористическая организация,"объединение, занимающееся терроризмом",AI
1995,товарищеский матч,игра для подготовки без зачета в соревновании,AI
1996,дьявол,злое духоподобное существо,AI
1997,Техас,штат США,AI
1998,Таиланд,государство в Юго‑Восточной Азии,AI
1999,теория,мысленная модель для объяснения явлений,AI
2000,обладатель титула,"человек, защищающий титул",AI
