id,translate,translate_description,source
11201,ведущий,"человек, руководящий игрой",AI
11202,порча игры,"человек, нарушающий правила",AI
11203,высший класс,наивысший уровень,AI
11204,главный союз,объединяющая организация,AI
11205,учитель физкультуры,преподаватель спорта,AI
11206,языковая территория,область распространения языка,AI
11207,округ,административный округ учреждения,AI
11208,спринтерша,спортсменка на коротких дистанциях,AI
11209,покатушка,короткая поездка ради удовольствия,AI
11210,сквош,спорт с ракетками и мячом,AI
11211,госжелезная дорога,"железная дорога, управляемая государством",AI
11212,градация,разделение на части,AI
11213,сталелитейный концерн,крупная компания по стали,AI
11214,стандартная ситуация,специальная игровая ситуация,AI
11215,устойчивость,способность быть устойчивым,AI
11216,начальная фаза,этап начала,AI
11217,статут,совокупность правил работы организации,AI
11218,плотина,сооружение для запруды,AI
11219,многолетник,многолетнее травянистое растение,AI
11220,стоячее место,место для стояния,AI
11221,каменотес,мастер по обработке камня,AI
11222,фунт стерлингов,валюта Великобритании,AI
11223,звездный час,особенно удачный момент,AI
11224,рулевой,"человек, управляющий судном",AI
11225,уголовно‑процессуальный кодекс,закон о порядке уголовного судопроизводства,AI
11226,уличный соцработник,социальный работник на улице,AI
11227,Штрайф,фамилия,AI
11228,разногласия,продолжительный спор между людьми или учреждениями,AI
11229,вооруженные силы,боеспособные вооруженные силы,AI
11230,производитель электроэнергии,установка или компания по выработке электроэнергии,AI
11231,поставщик электроэнергии,"организация, производящая и или продающая электричество",AI
11232,структурная реформа,"реформа, связанная с изменением структуры",AI
11233,учебный год,годовой период обучения,AI
11234,немой фильм,фильм без записанного звука,AI
11235,подлежащее,"член предложения, о котором говорится в сказуемом и который с ним согласуется",AI
11236,субподрядчик,"предприниматель, выполняющий заказ как подрядчик",AI
11237,символическая фигура,"человек, служащий символом или образцом",AI
11238,симфонический музыкант,музыкант симфонического оркестра,AI
11239,табачная промышленность,отрасль производства табачных изделий,AI
11240,форма Tabellendritter,именительный множественного числа сильного склонения Tabellendritter,AI
11241,сценическая картина,эффектная сцена или группировка актеров,AI
11242,дневной стационар,медучреждение без ночевки,AI
11243,дневная няня,"женщина, присматривающая днем за детьми работающих матерей",AI
11244,текущая политика,ежедневные политические решения,AI
11245,талия,самая узкая часть туловища между грудной клеткой и бедрами,AI
11246,морская водоросль,"длинное крепкое растение, растущее в воде",AI
11247,заключение тарифа,соглашение сторон после переговоров по тарифам,AI
11248,оттепель,"погода, при которой тают снег и лед",AI
11249,подраздел,"область, являющаяся частью чего‑то",AI
11250,совладелец,"человек, владеющий долей предприятия",AI
11251,работа неполный день,труд с неполной занятостью,AI
11252,телеграмма,"передаваемое сообщение через акустическое, оптическое или электрическое устройство",AI
11253,техасец,житель Техаса,AI
11254,тематическая область,"область, которой соответствуют темы",AI
11255,Темза,река в Англии,AI
11256,тибетец,представитель тибетского народа,AI
11257,тяжелый удар,неожиданный сильный удар,AI
11258,фаворит,главный претендент на титул,AI
11259,бешенство,"опасная вирусная инфекция, передающаяся при укусах",AI
11260,тоталитаризм,подавление всех иных идей и взглядов,AI
11261,транзитный трафик,транзитное движение,AI
11262,транспортная компания,"компания, занимающаяся перевозкой грузов и или людей",AI
11263,работа мечты,"профессия, соответствующая желаниям",AI
11264,мир грез,нереальный мир фантазии или снов,AI
11265,уныние,"чувство печали, унылости и тоски",AI
11266,барабан,круглый полый инструмент с натянутой кожей,AI
11267,барабанщик,игрок на барабане,AI
11268,Чехословакия,бывшее государство в Европе,AI
11269,смятение,"громкий хаос, суматоха",AI
11270,тунисец,гражданин Туниса,AI
11271,гимнастка,спортсменка по гимнастике,AI
11272,победитель турнира,"человек, победивший в турнире",AI
11273,спортзал,зал для физических упражнений в учебном заведении,AI
11274,тирания,произвольная и угнетающая власть,AI
11275,часовой механизм,механическое внутреннее устройство часов,AI
11276,экологическая катастрофа,чрезвычайный ущерб окружающей среде,AI
11277,экологический союз,объединение для защиты окружающей среды,AI
11278,абсурд,совершенно нелепая вещь,AI
11279,неповиновение,отказ выполнять требование власти,AI
11280,подкладка,предмет или слой под чем‑то для защиты или выравнивания,AI
11281,подчинение,занятие более низкого положения,AI
11282,отмена занятий,отсутствие уроков,AI
11283,сбор подписей,процесс сбора подписей,AI
11284,Ута,женское имя,AI
11285,поручение,издание поручения,AI
11286,ответственность,свойство быть ответственным,AI
11287,глагол,"слово, обозначающее действие или состояние",AI
11288,ссылка,насильное перемещение в нежелательное место,AI
11289,застройка,строительство на ранее незастроенной территории,AI
11290,председатель клуба,глава клуба,AI
11291,член клуба,участник клуба,AI
11292,конституционная реформа,реформа конституции,AI
11293,эксперт по транспорту,специалист по вопросам транспорта,AI
11294,согласительная комиссия,комиссия для посредничества,AI
11295,перенос,перенос срока,AI
11296,назначение,цель использования,AI
11297,прощение,прощение проступка,AI
11298,видеоклип,короткий фильм,AI
11299,война во Вьетнаме,вооруженный конфликт 1945–1975 годов,AI
11300,вице‑премьер,заместитель главы правительства,AI
