id,translate,translate_description,source
6901,столяр,мастер по дереву,AI
6902,школьный автобус,автобус для перевозки учеников,AI
6903,гора долгов,очень большая сумма долгов,AI
6904,щит,пластина для защиты,AI
6905,губка,животное из типа губок,AI
6906,хвост,задний придаток тела животных,AI
6907,минута молчания,короткий период памяти о умерших,AI
6908,свинья,млекопитающее с короткими ногами и рылом,AI
6909,тяжеловес,весовая категория в спорте,AI
6910,плавательный бассейн,водный бассейн для плавания,AI
6911,крытый бассейн,здание с бассейнами,AI
6912,экран,экран устройства,AI
6913,шестьдесят,число 60,AI
6914,благословение,акт благословения,AI
6915,самоирония,ирония по отношению к себе,AI
6916,самокритика,поиск собственных ошибок,AI
6917,самоцель,цель сама по себе,AI
6918,сенатская администрация,управление сената (Берлин),AI
6919,временной слот,время передачи в программе,AI
6920,Сибирь,регион в России,AI
6921,эксперт по безопасности,специалист по безопасности,AI
6922,сьерра,горный хребет (исп.),AI
6923,Зимбабве,государство в Южной Африке,AI
6924,сирена,"мифическое существо, заманивающее песней",AI
6925,прыжки на лыжах,спортивные прыжки с трамплина,AI
6926,скорпион,паукообразное с клешнями и жалом,AI
6927,тяга,всасывающая или тянущая струя,AI
6928,подошва,нижняя часть стопы,AI
6929,соя,бобовое растение соевые бобы,AI
6930,солист,исполнитель сольной партии,AI
6931,летняя погода,типичная для лета погода,AI
6932,сопрано,певица с сопрановым голосом,AI
6933,социальный план,план социальных мер,AI
6934,социология,наука о совместной жизни людей,AI
6935,социолог,"женщина, изучающая общество",AI
6936,щель,трещиноватое отверстие,AI
6937,слюна,секрет слюнных желез,AI
6938,план питания,список блюд на период,AI
6939,специализация,узкая профессиональная направленность,AI
6940,объединение клубов,союз спортивных отделений,AI
6941,шпинат,овощное растение,AI
6942,ведущая позиция,высшее положение,AI
6943,рекордное значение,наивысший показатель,AI
6944,мир спорта,совокупность людей и событий спорта,AI
6945,спортцентр,центр для спорта,AI
6946,бензин,топливо,AI
6947,сообщество государств,объединение государств,AI
6948,государственный аппарат,совокупность институтов власти,AI
6949,госвласть,право осуществлять власть,AI
6950,государственный министр,министр государственного уровня,AI
6951,городской маркетинг,меры по улучшению имиджа города,AI
6952,городская стена,стена вокруг города,AI
6953,глава города,руководитель города,AI
6954,служба уборки,муниципальная уборка города,AI
6955,обыкновенная акция,акция с правом голоса,AI
6956,постоянный гость,"человек, регулярно посещающий место",AI
6957,пылесос,устройство для уборки пылью,AI
6958,каменоломня,карьер для добычи камня,AI
6959,смертность,способность умирать,AI
6960,налоговое бремя,нагрузка налогами,AI
6961,налоговая ставка,процент налога,AI
6962,снижение налогов,уменьшение налогов,AI
6963,выборка,часть совокупности для анализа,AI
6964,отчим,"муж матери, не родной отец",AI
6965,черенок,рукоятка инструмента или предмета,AI
6966,право голоса,право участвовать в голосовании,AI
6967,эмоциональный фон,состояние настроения,AI
6968,стипендия,денежная поддержка для учебы,AI
6969,учебная программа,последовательность тем и экзаменов в специальности,AI
6970,низ таблицы,последнее место в таблице,AI
6971,нарушение табу,нарушение запрета,AI
6972,раунд переговоров,"переговоры о зарплатах и условиях, обычно ежегодные",AI
6973,фонарик,переносной источник света на батарейках или динамо,AI
6974,перетягивание каната,"спорт, где команды тянут канат",AI
6975,технологический концерн,"крупная компания, разрабатывающая и продающая техпродукты",AI
6976,телекоммуникация,"обмен информацией на расстоянии, особенно через компьютер, факс, ТВ, радио, телефон",AI
6977,край тарелки,ободок тарелки,AI
6978,темперамент,внутреннее переживание и поведение; классические типы описываются иначе сейчас,AI
6979,теннисистка,"спортсменка, играющая в теннис",AI
6980,терьер,маленькая или средняя собака,AI
6981,пробный запуск,испытательный прогон,AI
6982,темп подорожания,показатель роста цен,AI
6983,порочный круг,"рассуждение, где результат используется как предпосылка",AI
6984,низкий уровень,низкий уровень,AI
6985,содержание животных,уход и содержание одного или нескольких животных,AI
6986,закон о защите животных,"закон, регулирующий защиту животных",AI
6987,дочернее предприятие,"самостоятельное предприятие, управляемое материнской компанией",AI
6988,тон,"манера произношения, выражающая чувства",AI
6989,главный фаворит,"тот, у кого лучшие шансы на победу",AI
6990,момент для гола,шанс забить,AI
6991,торнадо,"локальный вихрь, возникающий в суперячейке",AI
6992,традиционное предприятие,компания с давней историей,AI
6993,процент попаданий,доля попаданий,AI
6994,водоснабжение питьевой водой,обеспечение и доставка питьевой воды,AI
6995,труба,высокозвучный медный духовой инструмент,AI
6996,туберкулез,"хроническая бактериальная инфекция, чаще поражает легкие",AI
6997,разворот,движение в обратном направлении,AI
6998,налог с оборота,"ставка налога на оборот, перекладываемая на клиента",AI
6999,конверт,бумажная оболочка для письма,AI
7000,травмцентр,больница для лечения последствий несчастных случаев,AI
