id,translate,translate_description,source
2401,град,осадки в виде ледяных шариков,AI
2402,петух,самец птиц,AI
2403,Хэллоуин,"вечер 31 октября, канун Дня всех святых",AI
2404,держатель,устройство для удержания или крепления,AI
2405,гандбол,мяч для игры в гандбол,AI
2406,торговый партнер,"государство или компания, ведущие торговлю",AI
2407,сумочка,"небольшая сумка, носимая в руке или на плече",AI
2408,ремесленник,"человек, профессионально занимающийся ремеслом",AI
2409,склон,наклонная местность; откос,AI
2410,гармония,"хорошая согласованность, особенно между партнерами",AI
2411,Хартманн,фамилия,AI
2412,главная причина,решающая причина,AI
2413,главный офис,важнейшее местонахождение компании или учреждения,AI
2414,дом,"жилище или учреждение, где кто‑то живет",AI
2415,домашняя победа,победа хозяев,AI
2416,герой,"человек, проявивший мужество или успех ради других",AI
2417,помощник,"человек, который помогает",AI
2418,вертолет,летательный аппарат с одним или несколькими горизонтальными винтами,AI
2419,яркость,наличие света,AI
2420,власть,правящие лица или люди с руководящими функциями,AI
2421,герцогиня,"женщина, обладающая титулом герцога",AI
2422,спешка,крайняя спешка,AI
2423,волна жары,длительный период очень жарких дней,AI
2424,Хофман,фамилия,AI
2425,Холокост,"массовое систематическое преследование, депортация и уничтожение европейских евреев нацистской Германией",AI
2426,Гонконг,специальный административный район Китая,AI
2427,мед,"продукт пчел из нектара или выделений тлей, служит пищей",AI
2428,горизонт,линия границы между видимой землей и небом,AI
2429,идеология,"система взглядов и мировоззрение; способ мышления о человеке и обществе, поддерживающий определенные цели; политико-социальная теория",AI
2430,иммунная система,биологическая защитная система высших организмов,AI
2431,вакцинация,введение антигена для формирования иммунитета,AI
2432,импульс,"толчок, побуждение",AI
2433,ввод в эксплуатацию,первое использование установки или машины,AI
2434,инфекция,передача возбудителей болезни,AI
2435,страна,"собственная страна; государство, к которому относятся",AI
2436,внутренний двор,"площадь, окруженная зданиями",AI
2437,инстанция,"учреждение, которому приписывают авторитет",AI
2438,интернет-сайт,"весь интернет-ресурс компании, организации или лица",AI
2439,интерпретация,попытка раскрыть значение произведения или текста,AI
2440,Изар,река в Баварии,AI
2441,ислам,"монотеистическая религия, возникшая в VII веке в Аравии",AI
2442,джокер,"карта особого значения, может заменять другие",AI
2443,Иордан,река и собственное имя,AI
2444,журналистика,практическая работа журналиста для СМИ,AI
2445,занятость молодежи,"работа молодежи, их трудовая занятость",AI
2446,юристка,женщина-юрист,AI
2447,пенитенциарное учреждение,все тюрьмы судебной системы для отбывания наказаний,AI
2448,министр юстиции,женщина-министр юстиции,AI
2449,министерство юстиции,"ведомство, отвечающее за юстицию",AI
2450,исправительное учреждение,здание для содержания осужденных и подследственных,AI
2451,канадец,гражданин Канады,AI
2452,кардинал,"титул, присваиваемый папой, дающий право выбирать папу",AI
2453,Карибы,юго-восточная часть Американского средиземноморья и острова,AI
2454,карнавал,период веселых празднований перед постом,AI
2455,ящик,запираемый прямоугольный контейнер,AI
2456,купец,владелец торгового предприятия или специалист в торговле,AI
2457,цена покупки,"сумма, которую нужно заплатить за товар",AI
2458,настольный футбол,"игра и устройство, имитирующие футбол со штангами и фигурками",AI
2459,уход за детьми,"присмотр, уход и воспитание маленьких детей",AI
2460,киоск,"отдельно стоящее строение, открытое с нескольких сторон",AI
2461,приход,минимальная административная единица христианской общины,AI
2462,прямой текст,нешифрованный и понятный текст,AI
2463,пианино,клавишный инструмент со звуком от струн,AI
2464,платье,цельный предмет одежды для женщин,AI
2465,малый город,город с населением 5–20 тысяч,AI
2466,малолитражка,"небольшой, но полноценный автомобиль",AI
2467,хлопок,очень короткий громкий звук,AI
2468,оруженосец,помощник и ученик рыцаря,AI
2469,узел,плотно переплетенная часть нити или веревки,AI
2470,Кобленц,город в Рейнланд-Пфальце,AI
2471,багажник,отсек для багажа в автомобиле,AI
2472,уголь,темно-бурая или черная горючая порода,AI
2473,комендант,"человек, командующий чем-либо",AI
2474,комплекс,совокупность взаимосвязанных элементов,AI
2475,консоль,электронное устройство для управления функциями,AI
2476,констелляция,взаимное положение планет,AI
2477,конструкция,процесс проектирования и создания,AI
2478,контратака,быстрое ответное нападение,AI
2479,контраст,резкое различие между двумя объектами,AI
2480,удар головой,удар по мячу головой,AI
2481,корректура,орфографическое и грамматическое исправление,AI
2482,больничная касса,орган обязательного медицинского страхования,AI
2483,медицинская страховка,страхование на случай болезни,AI
2484,районная лига,лига спортивного округа,AI
2485,районный совет,представительный орган округа,AI
2486,круговое движение,круговой участок дороги с въездами и выездами,AI
2487,конец войны,окончание войны; момент прекращения боевых действий,AI
2488,военное преступление,"действия, нарушающие международное право в войне",AI
2489,Крым,полуостров на Черном море,AI
2490,детектив,история о тяжком преступлении,AI
2491,криминальная полиция,сокр. от уголовной полиции,AI
2492,Куба,государство в Карибском море,AI
2493,кубический метр,объем куба с ребром 1 м,AI
2494,пластик,материал на основе синтетических полимеров,AI
2495,произведение искусства,творческая работа художника,AI
2496,курьер,"человек, передающий сообщения по службе",AI
2497,смена курса,изменение направления движения,AI
2498,рассол,раствор соли и воды для маринования,AI
2499,земельное ведомство,орган власти земли,AI
2500,земельное управление криминальной полиции,высший орган уголовной полиции земли,AI
