id,translate,translate_description,source
1501,обозначение,код или символ для предмета или понятия,AI
1502,библиотека,"учреждение, где можно читать и/или брать книги и другие медиа; часто включая том 2, сегодня также в цифровом виде",AI
1503,связь,"связанность, тесные отношения",AI
1504,епископ,"церковный сановник в некоторых конфессиях, обычно руководит определенной областью (епархией)",AI
1505,проба крови,"кровь, взятая для исследований",AI
1506,посол,высший дипломатический представитель государства за границей,AI
1507,поджог,умышленное или неосторожное поджог чужой собственности,AI
1508,причина пожара,"фактор, вызвавший пожар",AI
1509,коричневый,"оттенок, возникающий при сильном затемнении оранжевого или красного, также краска",AI
1510,британец,гражданин Великобритании,AI
1511,бронза,сплав меди и олова,AI
1512,колодец,"сооружение для добычи грунтовых вод или фильтрата, раньше также для получения родниковой воды",AI
1513,бук,листопадное дерево рода Fagus,AI
1514,Будапешт,столица Венгрии,AI
1515,федеративное государство,"государство или страна, относительно автономная часть более крупного государства",AI
1516,Федеральный конституционный суд,высший конституционный суд Германии,AI
1517,замок,средневековое укрепленное жилое и оборонительное сооружение,AI
1518,бизнес,ведомое с целью прибыли дело,AI
1519,масло,"пищевой жир из молока (обычно коровьего), не менее 80% жира",AI
1520,лагерь,палаточный лагерь для досуга или на время каникул,AI
1521,кампус,территория с зданиями и объектами университета,AI
1522,основание,правовое основание,AI
1523,Цельсий,обозначение температурной шкалы; как единица — градус Цельсия,AI
1524,очарование,"обаятельная, притягательная манера",AI
1525,начальница,"женщина с правом распоряжаться персоналом; владелица, руководительница",AI
1526,химия,наука о составе и свойствах веществ и их превращениях,AI
1527,Чикаго,город в США,AI
1528,код,система соглашений для однозначного соответствия между знаками или набор знаков,AI
1529,контейнер,специальный стандартизированный грузовой контейнер для дальних перевозок,AI
1530,конкурс,соревнование (англ.),AI
1531,экипаж,экипаж судна,AI
1532,дом,"дом, родной дом",AI
1533,защита данных,защита персональных данных от злоупотреблений,AI
1534,дата,указание календарного дня,AI
1535,покрытие,закрытая поверхность,AI
1536,дефицит,нехватка чего‑либо (обычно денежной суммы),AI
1537,делегация,действие по отправке представителя или группы на мероприятие,AI
1538,деменция,"утрата когнитивных способностей, например памяти, ориентации, речи",AI
1539,памятник,"объект, созданный для памяти о человеке, событии и т. п.",AI
1540,вторая половина вторника,послеобеденное время вторника,AI
1541,дизель,сокращение от дизельного двигателя,AI
1542,размерность,"масштаб, размер чего‑либо",AI
1543,вещь,"предмет, свойства которого не уточняются",AI
1544,дискриминация,разделение или различное обращение с объектами,AI
1545,дисциплина,"поведение, ориентированное на порядок",AI
1546,документалка,"фильм или радиопрограмма, правдиво представляющая тему",AI
1547,документ,официальный письменный документ,AI
1548,документация,сбор и систематизация информации,AI
1549,Дунай,крупная река в Европе,AI
1550,утро четверга,утро четверга,AI
1551,вторая половина четверга,послеобеденное время четверга,AI
1552,угроза,объявление неприятной или незаконной меры с целью запугивания,AI
1553,Дубай,город и эмират в ОАЭ,AI
1554,темнота,"темное, малоосвещенное состояние или место",AI
1555,обыск,систематический осмотр человека или объекта для поиска скрытого,AI
1556,реальное время,"время системы, когда скорость изменений соответствует реальности",AI
1557,угол,угол,AI
1558,почетная должность,добровольная неоплачиваемая деятельность в обществе,AI
1559,собственность,"то, что кому‑то принадлежит",AI
1560,дом на одну семью,здание с одной жилой единицей для одной семьи,AI
1561,операция,медицинское вмешательство на теле человека или животного,AI
1562,соблюдение,следование правилу,AI
1563,покупка,приобретение чего‑то за деньги,AI
1564,гармония,согласие; состояние согласованности без противоречий,AI
1565,въезд,пересечение границы при поездке в другую страну,AI
1566,одиночество,быть одному или покинутым,AI
1567,единичный случай,разовое событие,AI
1568,розничная торговля,продажа товаров напрямую потребителю,AI
1569,скандал,"событие, вызывающее большое внимание и возмущение",AI
1570,элемент,"строительный блок, базовый компонент",AI
1571,пенальти,штрафной удар с 11 метров при определенных нарушениях,AI
1572,прием,"прием передачи (радио, связь и т. п.)",AI
1573,финал,встреча двух участников турнира для определения победителя,AI
1574,ангел,"сверхъестественное существо, часто с крыльями, в роли божьего посланника",AI
1575,расстояние,длина пути между двумя точками,AI
1576,освобождение,разрешение или принуждение покинуть место/учреждение,AI
1577,решение,решение,AI
1578,расслабление,освобождение от напряжения,AI
1579,возникновение,процесс становления или развитие нового из старого,AI
1580,отбой тревоги,отмена ранее объявленной тревоги,AI
1581,эпизод,короткий отрезок в длительном процессе,AI
1582,землетрясение,сотрясения земной поверхности,AI
1583,первый этаж,"этаж, находящийся на уровне земли",AI
1584,холм,небольшой холм,AI
1585,облегчение,уменьшение веса,AI
1586,следственное производство,процедура расследования,AI
1587,обновление,"ремонт, замена частей",AI
1588,критическая ситуация,"ситуация, когда грозит негативный исход",AI
1589,урожай,совокупность работ по сбору сельхозкультур и плодов,AI
1590,первая помощь,оказание первой помощи,AI
1591,этап,"участок, стадия, отрезок",AI
1592,эйфория,воодушевленное состояние радости и повышенного самочувствия,AI
1593,Евровидение,объединение европейских вещательных организаций для обмена программами,AI
1594,существование,наличие предмета или состояния в реальности,AI
1595,эксперимент,(научный) опыт,AI
1596,эксперт (жен.),"женщина, хорошо разбирающаяся в области",AI
1597,фабрика,комплекс зданий и производственных мощностей для массового производства,AI
1598,водительское разрешение,разрешение на управление транспортным средством,AI
1599,полоса,"участок дороги, предназначенный для движения в одном направлении",AI
1600,факт,реально существующее обстоятельство,AI
