id,translate,translate_description,source
5201,штаб‑квартира,безопасное стратегическое место командования,AI
5202,главный спонсор,"спонсор, финансирующий большую часть",AI
5203,основная причина,решающая причина,AI
5204,домашнее животное,"прирученное животное, живущее у человека",AI
5205,рак кожи,злокачественное изменение кожи,AI
5206,акушерка,"специалист, помогающий при беременности и родах",AI
5207,родной городок,"место, где человек чувствует себя дома",AI
5208,возвращение домой,поездка обратно домой,AI
5209,суета,лихорадочная спешка,AI
5210,ход событий,точное развитие события,AI
5211,страна происхождения,"страна, откуда происходит человек или вещь",AI
5212,герц,единица частоты: 1 Гц = 1 колебание в секунду,AI
5213,ведьма,злое сказочное существо в облике старухи с магией,AI
5214,готовность помочь,настрой помогать другим,AI
5215,казнь,убийство заключенного по приговору суда,AI
5216,дурная весть,"очень плохая, пугающая новость",AI
5217,мозг,мозг,AI
5218,крепость,крепость на возвышенности,AI
5219,высокий сезон,период наиболее интенсивной деятельности,AI
5220,луч надежды,немного надежды,AI
5221,клад,"сокровище, обычно из золота или золотых предметов",AI
5222,госпиталь,учреждение для ухода за больными и нуждающимися в уходе,AI
5223,владелец собаки,"мужчина, который держит собаку",AI
5224,реализация,воплощение программного дизайна или алгоритма,AI
5225,грипп,острая вирусная инфекция с лихорадкой и воспалением дыхательных путей,AI
5226,конференция министров внутренних дел,совещание министров внутренних дел,AI
5227,островное государство,"независимая страна, территория которой состоит из островов",AI
5228,заявление о банкротстве,заявление об открытии процедуры банкротства,AI
5229,интендантка,"художественный руководитель оперы, театра или радиостанции",AI
5230,представительство интересов,совокупность действий для реализации интересов,AI
5231,интерьер,внутреннее пространство комнаты и его оформление,AI
5232,интернат,"школа, где ученики живут и получают питание",AI
5233,безумие,устар.: болезненное состояние ума,AI
5234,Бад-Ишль,город Бад-Ишль в Австрии,AI
5235,Исламабад,столица Пакистана,AI
5236,годовая отчетность,"совокупность годовой отчетности компании: баланс, отчет о прибылях и убытках и приложение с пояснениями",AI
5237,рубеж тысячелетия,переход от одного тысячелетия к другому,AI
5238,лодка,небольшое открытое судно с плоским дном,AI
5239,кинооператор,"мужчина, профессионально снимающий видео",AI
5240,камин,очаг в жилом помещении для отопления и освещения,AI
5241,объявление борьбы,публичное заявление о начале борьбы,AI
5242,боевой дух,готовность сражаться или сопротивляться,AI
5243,реактивный истребитель,боевой самолет с реактивными двигателями,AI
5244,канализация,сеть труб для отвода сточных вод,AI
5245,кантональный банк,"банк, учрежденный кантональным правом и принадлежащий кантону",AI
5246,каноэ,"спортивная лодка, движимая веслами",AI
5247,мыс,выступающий в море край горного массива или скалистого берега,AI
5248,капюшон,"часть одежды, закрывающая голову",AI
5249,казарма,здание для постоянного размещения солдат,AI
5250,квартал,городской район с собственной инфраструктурой,AI
5251,церковная деревня,"деревня, в которой есть церковь",AI
5252,подушка,мешок с наполнителем для опоры и комфорта,AI
5253,клапан,"деталь, закрывающая отверстие и способная двигаться",AI
5254,затворничество,"одиночество, уединение",AI
5255,клиентура,совокупность клиентов,AI
5256,клише,штамп; первоначально — печатная форма,AI
5257,туалет,туалет,AI
5258,глава фракции,председатель фракции,AI
5259,Кнорр,фамилия; также название бренда,AI
5260,транспортный узел,место пересечения путей,AI
5261,колония,внешняя территория государства без собственной власти,AI
5262,колумнист,автор регулярной колонки,AI
5263,банкротство,состояние неплатежеспособности,AI
5264,консорциум,объединение участников,AI
5265,установление контакта,действие по первому установлению контакта,AI
5266,Корея,регион/полуостров в Восточной Азии,AI
5267,кал,экскременты; выделение кишечника,AI
5268,венок,кольцевое украшение из цветов или иных материалов,AI
5269,районный союз,объединение на уровне района,AI
5270,круизный лайнер,"судно, используемое для круизов",AI
5271,воин,"человек, сражающийся на войне",AI
5272,статистика преступности,статистический учет преступлений,AI
5273,критический пункт,"аспект, подлежащий критике",AI
5274,хорват,гражданин Хорватии,AI
5275,дом культуры,общественное учреждение для культурных мероприятий,AI
5276,культуркампф,борьба государства с католической церковью в XIX веке,AI
5277,культурный ландшафт,"ландшафт, сильно сформированный хозяйством человека",AI
5278,культурная сцена,"среда, где культура создается и потребляется",AI
5279,горе,чувство тревоги или уныния,AI
5280,клиентка,"женщина или организация, покупающая в магазине",AI
5281,музей искусства,"музей, где выставляются произведения искусства",AI
5282,искусственная трава,искусственный газон,AI
5283,куратор,опекун или попечитель,AI
5284,куратор,женщина-опекун или попечитель,AI
5285,неполная занятость,временный режим с меньшей работой и меньшей оплатой,AI
5286,лосось,рыбы семейства лососевых,AI
5287,граница земли,территориальная граница государства или земли,AI
5288,сельская молодежь,молодежная организация в сельской местности,AI
5289,сельскохозяйственная палата,палата сельского хозяйства,AI
5290,министр сельского хозяйства,глава министерства сельского хозяйства,AI
5291,этап жизни,"часть жизни, ограниченная важными событиями",AI
5292,жизненная история,ход событий жизни человека,AI
5293,жизненный путь,последовательность событий в жизни человека,AI
5294,утечка,"неплотность, через которую выходит содержимое",AI
5295,легализация,официальное подтверждение,AI
5296,руководство,краткое введение в тему,AI
5297,урок,раздел учебной программы,AI
5298,управление,управляющее действие,AI
5299,леопард,хищная кошка из Африки и Азии,AI
5300,читательница,женщина-читатель,AI
