id,translate,translate_description,source
9001,воспроизведение,процесс копирования,AI
9002,револьвер,ручное огнестрельное оружие с барабаном,AI
9003,кора,внешний слой древесных растений,AI
9004,соперница,женщина с той же целью,AI
9005,рокер,представитель субкультуры байкеров,AI
9006,румяна,красный оттенок макияжа,AI
9007,спешка,спешка; также «кайф» (англ.),AI
9008,саксонец,"человек, родившийся в Саксонии",AI
9009,сальдо,разница между дебетом и кредитом,AI
9010,Зальцах,река в Австрии и Германии,AI
9011,санкция,подтверждение или оправдание,AI
9012,винил,круглая пластинка с аналоговой записью,AI
9013,схема,соединение электрических элементов,AI
9014,Шауб,фамилия,AI
9015,качели,устройство для качания,AI
9016,груда осколков,скопление разбитого стекла или керамики,AI
9017,придирка,намеренное затруднение или издевательство,AI
9018,камыш,болотная трава у берегов водоемов,AI
9019,сияние,слабый свет или блеск,AI
9020,забой,убой и разделка скота,AI
9021,спальный мешок,утепленный мешок для сна,AI
9022,прожекторный свет,ярко выделенный участок,AI
9023,дубинка,полицейская дубинка,AI
9024,плохая погода,неблагоприятная погода,AI
9025,вуаль,тонкая полупрозрачная ткань,AI
9026,глазурь,покрытие на поверхности,AI
9027,кузнец,мастер по обработке металла,AI
9028,контрабандист,"человек, занимающийся контрабандой",AI
9029,Белоснежка,сказочный персонаж,AI
9030,винт,стержень с резьбой,AI
9031,столярная мастерская,мастерская столяра,AI
9032,долговое бремя,нагрузка из-за долгов,AI
9033,класс,группа учеников,AI
9034,охраняемая территория,территория под особой защитой,AI
9035,умственная отсталость,интеллектуальное расстройство (IQ ниже 70),AI
9036,аборт,прерывание беременности,AI
9037,свинина,мясо свиньи,AI
9038,скаут,член скаутской организации,AI
9039,моряк,"человек, работающий в море",AI
9040,самопрезентация,"то, как человек себя показывает",AI
9041,самоинсценировка,постановка образа себя,AI
9042,самозащита,защита собственной личности,AI
9043,селекция,отбор по критериям,AI
9044,низина,плоская впадина в земле,AI
9045,альпийский сыровар,"человек, ведущий молочное хозяйство в Альпах",AI
9046,Сенна,фамилия; также растение,AI
9047,техника безопасности,технологии обеспечения безопасности,AI
9048,подпись,сокращенная подпись,AI
9049,лавка,скамья для сидения,AI
9050,подъемник,канатная дорога для лыжников,AI
9051,склероз,"патологическое уплотнение, заболевание",AI
9052,рассол,жидкая смесь воды и солей,AI
9053,солистка,"женщина, исполняющая соло",AI
9054,летний вечер,вечер летом,AI
9055,спецвыпуск,выпуск по особому случаю,AI
9056,особый случай,исключение из правила,AI
9057,особое правило,правило для специального случая,AI
9058,спецпоезд,поезд вне расписания,AI
9059,солнечный зонт,зонт от солнца,AI
9060,социальное партнерство,сотрудничество работодателей и работников,AI
9061,размах,расстояние между двумя крайними точками,AI
9062,политика экономии,ориентация на экономию средств,AI
9063,дятел,птица семейства дятлов,AI
9064,наконечник копья,острый конец копья,AI
9065,топ-клуб,ведущий клуб,AI
9066,топ-команда,сильная команда,AI
9067,команда лидеров,команда на вершине рейтинга,AI
9068,топ-доходник,человек с очень высоким доходом,AI
9069,физкультура,уроки спорта,AI
9070,государственный деятель,политик высокого уровня,AI
9071,шип,острый вырост растения,AI
9072,городская казна,городские финансы,AI
9073,центр города,центральная часть города,AI
9074,депутаты города,представители городского совета,AI
9075,головной завод,основное производство,AI
9076,звездный гость,приглашенный известный гость,AI
9077,взлетная полоса,полоса для взлета самолетов,AI
9078,символ статуса,"предмет, подчеркивающий положение",AI
9079,бросок камнем,метание камня,AI
9080,звездочка,маленькая звезда,AI
9081,налоговая нагрузка,бремя налогов,AI
9082,налоговая реформа,изменение налоговой системы,AI
9083,нагнетание настроений,искусственное влияние на настроение,AI
9084,кустарник,низкое древесное растение,AI
9085,струнный квартет,"камерное произведение для двух скрипок, альта и виолончели",AI
9086,вязальщик,"мужчина, обслуживающий вязальную машину и изготавливающий трикотаж",AI
9087,соломинка,соломенный стебель,AI
9088,расписание,план распределения времени для работы или обучения,AI
9089,субкультура,"группа, частично или полностью отделяющаяся от общества",AI
9090,время суток,"время или период дня, дневное время",AI
9091,дно долины,самые низкие точки в поперечном сечении долины,AI
9092,тарифный спор,конфликт между сторонами переговоров,AI
9093,маскировка,"изменение внешнего вида, чтобы скрыть происхождение",AI
9094,задача,задача,AI
9095,мотив,побудительная причина совершения деяния,AI
9096,тысячник,гора высотой более 1000 м над уровнем моря,AI
9097,частичный успех,"успех, ограниченный определенной областью",AI
9098,профессиональный теннисист,"человек, играющий в теннис профессионально",AI
9099,терминатор,граница между днем и ночью,AI
9100,террорист,"человек, поддерживающий или совершающий теракты",AI
