id,translate,translate_description,source
14201,процедура планирования,процедура пространственного планирования,AI
14202,реалист,сторонник реалполитики (обычно у «Зеленых»),AI
14203,реформа орфографии,изменение правил правописания,AI
14204,правый радикализм,праворадикальные взгляды,AI
14205,норма права,"закон, постановление или предписание",AI
14206,член редакции,участник редакции,AI
14207,референдари,госслужащий-стажер после 1-го госэкзамена,AI
14208,план реформ,план реформ,AI
14209,реформируемое государство,государство в фазе реформ,AI
14210,ливень,сильный дождь,AI
14211,правительственный круг,лица внутри правительства,AI
14212,правительственные войска,войска правительства,AI
14213,критик режима,"человек, публично критикующий режим",AI
14214,трение,трение или конфликт,AI
14215,туркомпания,компания в сфере путешествий,AI
14216,фаза БДГ,фаза быстрого сна,AI
14217,пенсионный взнос,взнос в пенсионную систему,AI
14218,рынок облигаций,рынок долговых ценных бумаг,AI
14219,реп,сокр. от республиканец/репортер,AI
14220,ремонтные работы,работы по ремонту,AI
14221,репрессалия,враждебная мера в ответ на нарушение международного права,AI
14222,реквизит,предмет для театральной постановки,AI
14223,резервация,"бронирование, предварительная запись",AI
14224,остаточный билет,оставшийся билет,AI
14225,ограничение,сужение возможностей действий,AI
14226,спасатель,специалист спасательной службы,AI
14227,спасательная команда,"группа, обученная спасению",AI
14228,ревизор,"лицо, проверяющее хозяйственную деятельность",AI
14229,рецептор,клеточная структура для восприятия изменений,AI
14230,Рона,река во Франции и Швейцарии,AI
14231,самка косули,самка косули,AI
14232,коровье бешенство,прионное заболевание у скота с поражением мозга,AI
14233,коровье бешенство,прионное заболевание у скота с поражением мозга,AI
14234,страхование рисков,меры по защите от рисков,AI
14235,самка рыбы,самка рыбы с икрой,AI
14236,трубопровод,длинная труба для транспортировки,AI
14237,цена сырья,стоимость определенного сырья,AI
14238,романист,"писатель, создающий романы",AI
14239,изюм,сушеная виноградная ягода,AI
14240,хулиган,"человек, ведущий себя грубо и агрессивно",AI
14241,российская немка,женщина немецкого происхождения в России,AI
14242,Сабена,бывшая бельгийская авиакомпания,AI
14243,вопрос по существу,вопрос по теме,AI
14244,компетентность,знание в предметной области,AI
14245,вещевой приз,приз в виде вещи,AI
14246,объективная необходимость,вынужденность по объективным причинам,AI
14247,Сайгон,прежнее название Хошимина,AI
14248,струна,"тонкий натянутый шнур из жил, волокон или пластика",AI
14249,соляной промысел,предприятие по получению соли из рассола,AI
14250,мешок с песком,"мешок, наполненный песком",AI
14251,порядочный человек,морально правильный человек,AI
14252,требование возмещения,право на компенсацию,AI
14253,узел управления,центральная точка управления,AI
14254,шаман,"человек, вступающий в контакт с духами",AI
14255,оттенок,небольшая градация цвета,AI
14256,казначей,исторический титул: министр финансов,AI
14257,стенд,таблица для объяснения темы,AI
14258,дебетовая карта,часто ошибочно так называют дебетовую карту,AI
14259,выговор,громкий упрек,AI
14260,опричник,"человек, выполняющий жесткие приказы власти",AI
14261,смена,слой; в Австрии также рабочий,AI
14262,шиит,последователь шиизма,AI
14263,небрежность,отсутствие порядка,AI
14264,тропинка,тайный путь в обход основных дорог,AI
14265,пятно,размытая полоса полужидкого материала,AI
14266,распродажа,продажа со скидками в конце сезона,AI
14267,взятка,деньги для подкупа,AI
14268,снежная пушка,устройство для искусственного снега,AI
14269,масса снега,большое количество снега,AI
14270,союз писателей,организация писателей,AI
14271,списание долгов,отказ от взыскания долгов,AI
14272,служба в школе,работа учителя в школе,AI
14273,официальная медицина,медицина на научной основе,AI
14274,тип школы,вид школы,AI
14275,школьный эксперимент,пилотный школьный проект,AI
14276,шутливая история,короткий юмористический рассказ,AI
14277,субсахарец,человек из Африки южнее Сахары,AI
14278,нелегальный работник,работник без оформления и уплаты взносов,AI
14279,черные деньги,"доходы, не облагаемые налогом",AI
14280,диоксид серы,ядовитый газ с резким запахом,AI
14281,страна с переходной экономикой,страна между развивающейся и индустриальной,AI
14282,саентолог,последователь саентологии,AI
14283,саентология,"религиозное движение, основанное Л. Роном Хаббардом",AI
14284,шестицилиндровый двигатель,двигатель с шестью цилиндрами,AI
14285,тюлень,вид тюленей,AI
14286,морская миля,"единица длины 1,852 км",AI
14287,косой взгляд,украдкой брошенный взгляд сбоку,AI
14288,автопортрет,изображение самого себя,AI
14289,попытка самоубийства,попытка лишить себя жизни,AI
14290,решение сената,постановление сената,AI
14291,спикер сената,официальный представитель сената,AI
14292,сенд,ярмарка в Мюнстере,AI
14293,передающая установка,техническая система для передачи сигналов,AI
14294,сепаратист,сторонник политического отделения,AI
14295,серийное оснащение,"оснащение, выпускаемое серийно",AI
14296,сервисная услуга,услуга поддержки клиентов,AI
14297,силы безопасности,структуры обеспечения безопасности,AI
14298,дефицит безопасности,недостаток безопасности,AI
14299,стандарт безопасности,нормы безопасности,AI
14300,меры безопасности,меры для защиты,AI
